item_id,title,item_type,owner,priority,recommended_action,url,quality_score,modified_at
74ae3d2e702f4323b972fb2e234e3cf1,.17_Using_LIDAR_to_Locate_Prime_Willow_Planting_Locations ,StoryMap,estaggs_pdxedu,90,ADD_DESCRIPTION,https://storymaps.arcgis.com/stories/74ae3d2e702f4323b972fb2e234e3cf1,25,2021-03-17 05:36:56
