title,owner,checked_url,status_code,error_message
"GIS information Center, Water Resources Agency, Taiwan",edchangtw,http://gic.wra.gov.tw/gic/GIS/FX/Main.aspx,,"HTTPConnectionPool(host='gic.wra.gov.tw', port=80): Max retries exceeded with url: /gic/GIS/FX/Main.aspx (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001515695C6E0>, 'Connection to gic.wra.gov.tw timed out. (connect timeout=5)'))"
