title,owner,checked_url,status_code,error_message
Topo RD,Esri_NL_Content,topo_basiskaart__28in_rd_29_-_webmap_1334843157778,,Invalid URL 'topo_basiskaart__28in_rd_29_-_webmap_1334843157778': No scheme supplied. Perhaps you meant https://topo_basiskaart__28in_rd_29_-_webmap_1334843157778?
