item_id,title,item_type,owner,priority,recommended_action,url,quality_score,modified_at,status_code,error_message,checked_url
7aea6fa913a94176a1074edb40690318,Topo RD,Web Map,Esri_NL_Content,45,FIX_SERVICE_URL,topo_basiskaart__28in_rd_29_-_webmap_1334843157778,85,2025-11-26 12:18:25,,Invalid URL 'topo_basiskaart__28in_rd_29_-_webmap_1334843157778': No scheme supplied. Perhaps you meant https://topo_basiskaart__28in_rd_29_-_webmap_1334843157778?,topo_basiskaart__28in_rd_29_-_webmap_1334843157778
